Dehashed name,WEM name (English),WEM name (日本語)
vs15090150_03kar_00,349727415.wem,523005623.wem
vs15090150_04aru_00,740010434.wem,297533681.wem
vs15090150_05rai_00,447069235.wem,447104071.wem
vs15090150_06rik_00,523620359.wem,3150699.wem
vs15090150_07dic_00,759023196.wem,450207779.wem
vs15090150_08syu_00,680017509.wem,192946018.wem
vs15090150_09rai_00,566688108.wem,79106818.wem
vs15090150_10dan_00,179751103.wem,1016016637.wem
vs15090150_11dic_00,280662109.wem,193285504.wem
vs15090170_01dan_00,604451603.wem,759804632.wem
vs15090170_02mer_00,1001652599.wem,311916640.wem
vs15090170_03rai_00,453090256.wem,697463360.wem
vs15090170_04rik_00,72331283.wem,69578856.wem
vs15090170_05syu_00,717755162.wem,573325451.wem
vs15090170_06rai_00,81881030.wem,176155570.wem
vs15090170_07syu_00,83563304.wem,697021049.wem
vs15090170_08rai_00,341632960.wem,158058468.wem
vs15090170_09dan_01,1024110006.wem,377777760.wem
vs15090170_09dan_02,146708987.wem,533715987.wem
vs15090170_10van_01,785126524.wem,920547121.wem
vs15090170_10van_02,659364042.wem,831811196.wem
vs15090170_11rai_01,778536257.wem,20066693.wem
vs15090170_11rai_02,962797135.wem,887475559.wem
vs15090170_12syu_00,720977204.wem,284353033.wem
vs15090170_13rai_00,383225264.wem,71516160.wem
vs15090170_14syu_01,988232409.wem,38052989.wem
vs15090170_14syu_02,461973763.wem,487243472.wem
vs15090170_15rai_00,296063528.wem,381676313.wem
vs15090170_16syu_00,927342955.wem,145618802.wem
vs15090170_17rai_00,757762540.wem,639470121.wem
vs15090170_18syu_00,652299850.wem,663802372.wem
vs15090170_19rai_00,384754337.wem,189301250.wem
vs15090170_20syu_00,372489477.wem,769533044.wem
vs15090170_21kar_00,573954429.wem,889133014.wem
vs15090170_22rai_01,888748692.wem,894776937.wem
vs15090170_22rai_02,169138017.wem,69657609.wem
vs15090170_23syu_01,356375078.wem,762586323.wem
vs15090170_23syu_02,970668644.wem,322620698.wem
vs15090170_24fio_00,873444642.wem,955621757.wem
vs15090170_25syu_01,916087732.wem,592544426.wem
vs15090170_25syu_02,83870234.wem,550976257.wem
vs15090170_26fio_00,46390204.wem,378038889.wem
vs15100150_01rai_00,75257182.wem,770790378.wem
vs15100150_02kar_01,296698514.wem,539618082.wem
vs15100150_02kar_02,40098251.wem,648426200.wem
vs15100150_02kar_03,13266171.wem,560878033.wem
vs15100150_03syu_00,1000831217.wem,903097934.wem
vs15100150_04rai_00,949434234.wem,971999994.wem
vs15100150_05syu_00,491105608.wem,827873133.wem
vs15100150_06rai_00,163394974.wem,992717752.wem
vs15100150_07syu_00,179850332.wem,884304630.wem
vs15100150_08rai_00,932814438.wem,926491735.wem
vs15120100_01syu_00,838592226.wem,1022663452.wem
vs15120100_02van_00,280639591.wem,923565645.wem
vs15120100_03rai_01,876794998.wem,629100694.wem
vs15120100_03rai_02,643814850.wem,499134800.wem
vs15120100_04van_01,937968776.wem,1067439994.wem
vs15120100_04van_02,268192059.wem,807502392.wem
vs15120100_05rai_00,936393522.wem,589851403.wem
vs15120100_06syu_00,371222355.wem,486687595.wem
vs15120100_07mer_00,834666175.wem,930148664.wem
vs15120100_08syu_00,750003007.wem,351082185.wem
vs15120100_09syu_00,1063214573.wem,347865323.wem
vs15120100_10van_00,307795457.wem,453872215.wem
vs15130100_01rik_00,879331455.wem,657049419.wem
vs15130100_02rai_01,195703973.wem,590162846.wem
vs15130100_02rai_02,828962255.wem,629913392.wem
vs15130100_03rai_00,848866813.wem,197156506.wem
vs15130100_04syu_00,710531608.wem,837009480.wem
vs15130100_05rai_00,878286700.wem,493653392.wem
vs15130100_06dan_00,608337548.wem,536867258.wem
vs15130100_07kar_00,1064926274.wem,369534660.wem
vs15130100_08rai_00,366984736.wem,88460769.wem
vs15130100_09mer_00,730848667.wem,539806352.wem
vs15130100_10syu_01,399619096.wem,585400481.wem
vs15130100_10syu_02,152411128.wem,487482069.wem
vs15130100_11dic_00,1025573199.wem,585791182.wem
vs15130100_12aru_00,250712819.wem,54325551.wem
vs15130100_13dic_00,485803790.wem,133591292.wem
vs15130100_14aru_01,1063655731.wem,134805717.wem
vs15130100_14aru_02,164566967.wem,765809101.wem
vs16060150_01dan_00,579672304.wem,352845594.wem
vs16060150_02dan_00,899740396.wem,234861950.wem
vs16060150_03kar_00,42924012.wem,572426871.wem
vs16060150_04rik_00,471954307.wem,356392498.wem
vs16060150_05dan_01,1000422177.wem,1038058321.wem
vs16060150_05dan_02,971946508.wem,418835699.wem
vs16060150_05dan_03,831990511.wem,701521452.wem
vs16060150_06van_00,265294767.wem,274964399.wem
vs17020100_01oda_01,702813178.wem,160091687.wem
vs17020100_01oda_02,378738655.wem,539491347.wem
vs17020100_02dan_01,116477342.wem,925697269.wem
vs17020100_02dan_02,899993393.wem,695870981.wem
vs17020100_03rai_00,148766499.wem,811327366.wem
vs17020100_04oda_00,324329902.wem,718236020.wem
vs17020100_05mer_01,329950577.wem,316959956.wem
vs17020100_05mer_02,862371187.wem,901763981.wem
vs17020100_06oda_00,2776877.wem,521439536.wem
vs17020100_07mer_01,728997016.wem,640684346.wem
vs17020100_07mer_02,806965697.wem,711152345.wem
vs17020100_08oda_00,68455025.wem,154148252.wem
vs17020100_09mer_00,223266538.wem,277360607.wem
vs17020100_10rai_01,322979553.wem,373437965.wem
vs17020100_10rai_02,269700005.wem,424295066.wem
vs17020100_11dan_01,214457045.wem,215566626.wem
vs17020100_11dan_02,610349191.wem,1006496563.wem
vs17020100_11dan_03,823031475.wem,908839148.wem
vs17020100_12mer_01,17247959.wem,615978717.wem
vs17020100_12mer_02,68538402.wem,65617491.wem
vs17020100_12mer_03,931266591.wem,548442721.wem
vs17020100_12mer_04,1034597322.wem,117852302.wem
vs17020100_13dan_00,294541824.wem,86913715.wem
vs17020100_14rai_00,618218850.wem,159375712.wem
vs17020100_15fio_01,194781718.wem,545138252.wem
vs17020100_15fio_02,739370507.wem,285306405.wem
vs17020100_16rai_00,269892552.wem,98434771.wem
vs17020100_17kar_00,820714101.wem,986649071.wem
vs17020100_18mer_00,633716206.wem,1016370666.wem
vs17020100_19fio_01,202053813.wem,468703770.wem
vs17020100_19fio_02,441616473.wem,260548140.wem
vs17020100_19fio_03,982634802.wem,828665634.wem
vs17020100_20rai_00,766046604.wem,738786035.wem
vs17020100_21jyu_00,824941905.wem,721091240.wem
vs17020100_22oda_00,679427999.wem,764564854.wem
vs17020100_23mig_00,481618988.wem,291997421.wem
vs17020100_24rai_00,619752445.wem,471621103.wem
vs17020100_25aru_00,46260679.wem,52378135.wem
vs17020100_26rai_00,987863271.wem,806519176.wem
vs17020100_27aru_01,425664368.wem,354568670.wem
vs17020100_27aru_02,725594336.wem,441083205.wem
vs17020100_27aru_03,181773398.wem,394816699.wem
vs17020100_27aru_04,456161610.wem,56784027.wem
vs17020100_28rai_01,862839550.wem,748271952.wem
vs17020100_28rai_02,40170499.wem,566257203.wem
vs17020100_29dan_01,1059654659.wem,548602640.wem
vs17020100_29dan_02,332933567.wem,943504046.wem
vs17020100_30aru_01,341303554.wem,575559243.wem
vs17020100_30aru_02,63218364.wem,780261732.wem
vs17020100_31rai_00,20883791.wem,789209890.wem
vs17020100_32aru_00,1029219226.wem,887835887.wem
vs17020100_33dan_00,738216731.wem,204532451.wem
vs17020100_34rai_00,905696185.wem,137755201.wem
vs17020100_35aru_00,208704045.wem,584717470.wem
vs17020100_36rai_00,579760131.wem,270839551.wem
vs17020100_37aru_00,300242857.wem,732580997.wem
vs17020100_38rai_00,873890569.wem,74232400.wem
vs17020100_39rai_00,902823471.wem,1049352281.wem
vs17020100_40oda_00,234613755.wem,679255320.wem
vs17020100_41rai_00,211449955.wem,436262769.wem
vs17020100_42fio_00,505720070.wem,66800667.wem
vs17020100_43mer_00,925948948.wem,617930511.wem
vs17020100_44fio_00,1025638449.wem,913363541.wem
vs17020100_45mer_00,76918411.wem,520545076.wem
vs17030150_01mer_00,886715069.wem,985372216.wem
vs17030150_02fio_00,278061413.wem,95423448.wem
vs17030150_03mer_00,1015714753.wem,85809542.wem
vs17030150_04fio_01,934554882.wem,694772649.wem
vs17030150_04fio_02,927485790.wem,361291537.wem
vs17030150_04fio_03,662464734.wem,837886951.wem
vs17030150_05mer_00,60664540.wem,723380864.wem
vs17030150_06fio_00,297958561.wem,860071231.wem
vs17030150_07mer_00,808845121.wem,760182446.wem
vs17030150_08mer_00,617735956.wem,1040292183.wem
vs17030150_09mer_00,190745279.wem,971029800.wem
vs17030150_10fio_00,430644095.wem,782547891.wem
vs17030150_11mer_00,991507175.wem,1019467052.wem
vs17030150_12fio_00,395323053.wem,696635008.wem
vs17030150_13mer_00,467534563.wem,535655539.wem
vs17030150_14mer_00,57485210.wem,134365310.wem
vs17030150_15fio_00,222574828.wem,1056696752.wem
vs17030150_16mer_00,478973254.wem,313668227.wem
vs17030150_17fio_00,720928320.wem,501894979.wem
vs17030150_18mer_01,300251628.wem,357493253.wem
vs17030150_18mer_02,660660800.wem,44485901.wem
vs17030150_19fio_00,812733301.wem,985862575.wem
vs17030150_20mer_00,65798837.wem,439766585.wem
vs17030150_21fio_00,724307623.wem,242840032.wem
vs17030150_22mer_00,271435397.wem,897052816.wem
vs17030150_23fio_01,168952740.wem,847666630.wem
vs17030150_23fio_02,1035100858.wem,98039178.wem
vs17030150_24mer_00,219029765.wem,490813856.wem
vs17030150_25fio_00,691354705.wem,451104263.wem
vs17030150_26fio_00,359422068.wem,603405913.wem
vs17030150_27mer_00,418795850.wem,434640316.wem
vs17030150_28fio_00,376996275.wem,1065935335.wem
vs17030150_29mer_00,626229364.wem,106120847.wem
vs17030150_30fio_00,648927470.wem,627929489.wem
vs17030150_31mer_00,9383967.wem,220683830.wem
vs17050150_01rai_00,479701284.wem,166312974.wem
vs17050150_02rik_00,734874367.wem,578844990.wem
vs17050150_03kar_00,701194517.wem,104105099.wem
vs17050150_04dan_00,983827978.wem,135548241.wem
vs17050150_05rai_00,893732225.wem,961921798.wem
vs17090080_01syu_00,974713525.wem,201953461.wem
vs17090080_02dan_00,684653915.wem,418827225.wem
vs17090080_03syu_00,612593415.wem,952020276.wem
vs17090080_04fio_00,558304505.wem,852014082.wem
vs17090080_05syu_00,651377221.wem,693442561.wem
vs17090080_06fio_00,562853562.wem,545080097.wem
vs17090080_07syu_00,818812631.wem,600235404.wem
vs17090080_08fio_00,921838255.wem,562148126.wem
vs17090080_09fio_01,950739662.wem,1011372342.wem
vs17090080_09fio_02,846252509.wem,437105407.wem
vs17090080_10syu_01,416775448.wem,774733561.wem
vs17090080_10syu_02,804731340.wem,879868033.wem
vs17090080_11fio_00,374647240.wem,1015096605.wem
vs17090080_12syu_01,421286931.wem,781719986.wem
vs17090080_12syu_02,485858228.wem,1054818919.wem
vs17090080_13fio_00,895183728.wem,469667472.wem
vs17090080_14syu_00,313788222.wem,973522738.wem
vs17090080_15fio_01,292951415.wem,702829555.wem
vs17090080_15fio_02,223597508.wem,1055711219.wem
vs17090080_15fio_03,9828070.wem,1005752649.wem
vs17090080_16syu_01,445867324.wem,405842097.wem
vs17090080_16syu_02,661419425.wem,17653510.wem
vs17090080_16syu_03,910197964.wem,230443408.wem
vs17090080_17fio_00,803706152.wem,110693379.wem
vs17090080_18syu_00,100005914.wem,866996483.wem
vs17090080_19fio_00,556094706.wem,297657603.wem
vs17090080_20fio_00,656645717.wem,110506618.wem
vs17090080_21syu_01,250226071.wem,222362653.wem
vs17090080_21syu_02,121954034.wem,802936157.wem
vs17090080_22fio_01,337632001.wem,602511938.wem
vs17090080_22fio_02,302078405.wem,596421317.wem
vs17090080_22fio_03,319263988.wem,829962928.wem
vs17090080_23syu_00,704328749.wem,797225702.wem
vs17090080_24fio_00,265273449.wem,263448703.wem
vs17090080_25fio_01,797517840.wem,1035951080.wem
vs17090080_25fio_02,446149276.wem,354051874.wem
vs17090080_25fio_03,773640136.wem,985850915.wem
vs17090080_26fio_00,144075651.wem,953434707.wem
vs17090100_01syu_01,482250369.wem,150758425.wem
vs17090100_01syu_02,973827866.wem,675081411.wem
vs17090100_02dan_00,394043471.wem,65432347.wem
vs17090100_03syu_00,683256264.wem,363813958.wem
vs17090100_04rai_00,348461534.wem,27938014.wem
vs17090100_05rai_00,552192005.wem,52745195.wem
vs17090100_06rik_00,1028569993.wem,803882306.wem
vs17090100_07mig_01,913719689.wem,359194397.wem
vs17090100_07mig_02,1029199976.wem,311704435.wem
vs17090100_07mig_03,212389434.wem,157051374.wem
vs17090100_08syu_00,723034319.wem,671470585.wem
vs17090100_09oda_01,769459404.wem,580869976.wem
vs17090100_09oda_02,987454806.wem,703328873.wem
vs17090100_09van_00,293534185.wem,149033428.wem
vs17090100_10rai_00,56812973.wem,705251665.wem
vs17090100_11rik_00,982548186.wem,279690552.wem
vs17090100_12dan_00,781595042.wem,749901902.wem
vs17090100_13mer_00,1066582245.wem,954656761.wem
vs17090100_14kar_00,1031326871.wem,685260843.wem
vs17090100_15fio_00,40404354.wem,170777135.wem
vs17090100_16syu_02,276631644.wem,867721433.wem
vs17100020_01syu_00,775028024.wem,829947172.wem
vs17100020_02dan_00,336315579.wem,501598212.wem
vs17100020_03kar_00,1028937612.wem,419347009.wem
vs17100020_04rai_00,352879348.wem,605532617.wem
vs17100020_05syu_00,200696912.wem,437099115.wem
vs17100060_01rou_00,67560546.wem,100462866.wem
vs17100060_02mer_00,466385674.wem,624392264.wem
vs17100060_03rou_00,713845348.wem,485519668.wem
vs17100060_04rai_00,2975298.wem,758223876.wem
vs17100060_05rou_01,27242279.wem,238885760.wem
vs17100060_05rou_02,803233881.wem,39636121.wem
vs17100060_06rou_00,968700108.wem,200005814.wem
vs17100060_07mer_00,353991900.wem,1024779307.wem
vs17100060_08syu_00,192624398.wem,1047168734.wem
vs17100060_09mer_00,653270780.wem,921609411.wem
vs17110150_01fio_00,634804602.wem,1008735934.wem
vs17110150_02mer_00,615434893.wem,708471180.wem
vs17110150_03syu_00,909973126.wem,231510616.wem
vs17110150_04dic_00,601071777.wem,684474132.wem
vs17110150_05mer_00,807928733.wem,734594155.wem
vs17110150_06dan_00,202030427.wem,359818721.wem
vs17110150_07dic_00,557752933.wem,1058498939.wem
vs17110150_08rai_00,1022009509.wem,377918304.wem
vs17110150_09dic_00,915742406.wem,498590990.wem
vs17110150_10dic_01,196315633.wem,807121784.wem
vs17110150_10dic_02,765816112.wem,343412277.wem
vs17110150_11rai_00,92118644.wem,618673618.wem
vs17110150_12dan_00,481979044.wem,779594023.wem
vs17110150_13syu_00,38448393.wem,531820969.wem
vs17130050_01rai_00,300465458.wem,131976206.wem
vs17130050_02mer_00,499348220.wem,204779976.wem
vs17130050_03rik_00,178515694.wem,806571308.wem
vs17130050_04dan_00,760597949.wem,406180575.wem
vs17130050_05rai_00,308655358.wem,785494544.wem
vs17130100_10syu_01,424503430.wem,1043326621.wem
vs17130100_10syu_02,631096967.wem,240560087.wem
vs17130100_11fio_00,380024858.wem,686207862.wem
vs17130100_12rai_00,580169493.wem,752224150.wem
vs17130100_13dan_00,898792951.wem,503484315.wem
vs17130100_14fio_00,536843200.wem,615516185.wem
vs17130100_15dan_00,599285905.wem,433552848.wem
vs17130100_16syu_00,761270857.wem,828398238.wem
vs17130100_17dan_00,699614672.wem,363380800.wem
vs17130160_01dic_00,973915371.wem,615883175.wem
vs17130160_02dan_00,781563056.wem,1015846708.wem
vs17130160_03dic_01,20586231.wem,861091935.wem
vs17130160_03dic_02,90494950.wem,697678064.wem
vs17130160_04kar_00,403609864.wem,646376087.wem
vs17130160_05rai_00,607949577.wem,123293350.wem
vs17130160_06syu_00,178185077.wem,488758667.wem
vs17130160_07dic_00,851311857.wem,706705185.wem
vs17130160_08rai_00,1055129978.wem,308848789.wem
vs17130160_09dic_00,827894659.wem,560418773.wem
vs17130160_10dic_00,1019499370.wem,411889995.wem
vs17130160_11syu_00,113279783.wem,918503915.wem
vs17130160_12fio_00,996343827.wem,827536073.wem
vs17130160_13rik_00,935553624.wem,787639787.wem
vs17130160_14rai_00,166508441.wem,753336956.wem
vs17130170_01fio_00,33595075.wem,1058328847.wem
vs17130170_02mer_00,922593744.wem,455931850.wem
vs17130170_03rik_00,810513431.wem,417915507.wem
vs17130170_04dan_00,1035750072.wem,958673287.wem
vs17130170_05rai_00,243677140.wem,995088685.wem
vs17130170_06syu_00,552392265.wem,200466742.wem
vs17130170_07rik_00,799529704.wem,868830974.wem
vs17130170_08rai_00,706373589.wem,436759591.wem
vs17130170_09fio_00,66449065.wem,772580718.wem
vs17130170_10syu_00,670828778.wem,937535525.wem
vs17130180_01dan_00,596798837.wem,849265810.wem
vs17130180_02dan_00,112242755.wem,527595377.wem
vs17130180_03syu_00,641522086.wem,527204419.wem
vs17130180_04dan_00,30655644.wem,1011892466.wem
vs17130180_13syu_00,348478955.wem,64524580.wem
vs17130180_14dan_00,76634061.wem,113018679.wem
vs17170100_01rai_00,120523338.wem,762155496.wem
vs17170100_02rik_00,99955582.wem,400765278.wem
vs17170100_03fio_00,738003020.wem,969998433.wem
vs17170100_04syu_00,996965773.wem,882418189.wem
vs17190150_01zan,1003276032.wem,676519244.wem
vs17190150_02zan,768694879.wem,150234531.wem
vs17190150_03zan,958458447.wem,43698259.wem
vs17250100_01syu_00,460355765.wem,303256758.wem
vs17250100_02rai_00,55833414.wem,891033541.wem
vs17250100_03tar_00,785228983.wem,607223625.wem
vs17250100_04mer_01,979988323.wem,352313731.wem
vs17250100_04mer_02,457492965.wem,924756894.wem
vs17250100_04mer_03,1031054637.wem,854119544.wem
vs17250100_05tar_00,1059087988.wem,333063048.wem
vs17250100_06rai_00,357118693.wem,356279880.wem
vs17250100_07tar_00,723844254.wem,730278035.wem
vs17250100_08rai_00,397097515.wem,857652382.wem
vs17250100_10mer_00,953923146.wem,26085102.wem
vs17250100_11rai_00,228631893.wem,794309412.wem
vs17250100_12mer_00,114374668.wem,481962883.wem
vs17250100_13kar_01,218108124.wem,749130505.wem
vs17250100_13kar_02,655833862.wem,756185612.wem
vs17250100_14rai_00,698988899.wem,890018435.wem
vs17250100_15mer_00,724330321.wem,666835590.wem
vs17260100_01dan_00,223912692.wem,340473210.wem
vs17260100_02kar_00,83181605.wem,791137096.wem
vs17260100_03mer_01,1051876455.wem,33949974.wem
vs17260100_03mer_02,146592924.wem,825204437.wem
vs17260100_04dan_00,674077651.wem,822544858.wem
vs17260100_05kar_00,74913986.wem,135047360.wem
vs17260100_06dan_00,946026620.wem,820798297.wem
vs17260100_07mer_01,169728293.wem,25386918.wem
vs17260100_07mer_02,577360873.wem,831681513.wem
vs17260100_07mer_03,971044336.wem,963757664.wem
vs17260100_07mer_04,25953475.wem,264991424.wem
vs17260100_08syu_00,440652012.wem,1040948992.wem
vs17260100_09mer_00,163655325.wem,563788655.wem
vs17260100_10dan_00,758217283.wem,891879184.wem
vs17260100_11kar_00,450005991.wem,1032110127.wem
vs17260100_12fio_01,153427434.wem,63338144.wem
vs17260100_12fio_02,117964810.wem,243706837.wem
vs17260100_12fio_03,798711678.wem,233222345.wem
vs17260100_13mer_00,407930290.wem,686189455.wem
vs17260100_14kar_00,905131123.wem,403948730.wem
vs17260100_15mer_01,328210466.wem,894129878.wem
vs17260100_15mer_02,53624749.wem,236819751.wem
vs17260100_15mer_03,181299367.wem,117340954.wem
vs17260100_15mer_04,903987117.wem,225420272.wem
vs17260100_16syu_00,410374653.wem,171000638.wem
vs17260100_17rai_00,894817771.wem,730795324.wem
vs17260100_18mer_00,430305726.wem,1066866870.wem
vs17260100_19kar_00,771426029.wem,1000680513.wem
vs17260100_20mer_00,768892414.wem,612683717.wem
vs17260100_21tar_00,154626730.wem,945676369.wem
vs17260100_22mer_00,657195858.wem,1065547253.wem
vs17260100_23tar_00,915267595.wem,615763095.wem
vs17260100_24tar_01,374722413.wem,673369659.wem
vs17260100_24tar_02,1044679483.wem,916323614.wem
vs17260100_24tar_03,702393648.wem,343630639.wem
vs17260100_24tar_04,937732196.wem,671917708.wem
vs17260100_25mer_00,189361392.wem,996181097.wem
vs17260100_26tar_01,240413364.wem,842348032.wem
vs17260100_26tar_02,899632521.wem,597304245.wem
vs17260100_26tar_03,857877335.wem,183523586.wem
vs17260100_26tar_04,414411042.wem,553941247.wem
vs17260100_27mer_00,676056276.wem,942224367.wem
vs17260100_28rai_00,651541661.wem,245463229.wem
vs17260100_29mer_00,684657411.wem,669007279.wem
vs17260100_30rai_00,241441387.wem,359629033.wem
vs17260100_31tar_00,955454309.wem,498421295.wem
vs17260100_32rai_01,375981994.wem,676191283.wem
vs17260100_32rai_02,124212351.wem,382583213.wem
vs17260100_32rai_03,175689709.wem,766484259.wem
vs17260100_33tar_00,1064646557.wem,431841209.wem
vs17260100_34rai_01,703737358.wem,776577261.wem
vs17260100_34rai_02,901142945.wem,614599872.wem
vs17260100_34rai_03,956328403.wem,907682020.wem
vs17260100_34rai_04,232253168.wem,1057123629.wem
vs17260100_34rai_05,969883493.wem,886611771.wem
vs17260100_35tar_00,58602965.wem,471161380.wem
vs17260100_36dan_01,234450145.wem,681471438.wem
vs17260100_36dan_02,617195356.wem,467049197.wem
vs17260100_37kar_01,646319140.wem,397150040.wem
vs17260100_37kar_02,227663406.wem,61660168.wem
vs17260100_37kar_03,900979999.wem,409072969.wem
vs17260100_38rai_00,983096398.wem,417658672.wem
vs17260100_39kar_00,610359273.wem,553259920.wem
vs17260100_40tar_00,614742150.wem,126678862.wem
vs17270100_01tar_01,666920753.wem,197966675.wem
vs17270100_01tar_02,1048793859.wem,1018095193.wem
vs17270100_01tar_03,246720421.wem,171967700.wem
vs17270100_02tar_00,568270254.wem,756560078.wem
vs17270100_03tar_00,643517569.wem,250777782.wem
vs17280100_01dan_00,336239700.wem,175588407.wem
vs17280100_02fio_01,201685948.wem,727931715.wem
vs17280100_02fio_02,283330331.wem,1017860999.wem
vs17280100_03syu_00,279084500.wem,184844920.wem
vs17280100_04kar_00,425340358.wem,953207896.wem
vs17280100_05rai_00,404976797.wem,131620930.wem
vs17280100_06syu_00,386706435.wem,24412325.wem
vs17280100_07mer_00,772667624.wem,991736189.wem
vs17280100_08syu_00,657491004.wem,74318538.wem
vs17280100_09mer_01,762866722.wem,700921660.wem
vs17280100_09mer_02,846047465.wem,720007024.wem
vs17290100_01mer_00,178534729.wem,119598921.wem
vs17290100_02fio_00,696562016.wem,230695713.wem
vs17290100_03dan_00,711806966.wem,534029347.wem
vs17300100_01mer_00,427382638.wem,275487178.wem
vs17300100_02syu_00,206844318.wem,179574732.wem
vs17300100_03tar_00,803752640.wem,1003600138.wem
vs17300100_04mer_00,419047926.wem,1029358778.wem
vs17300100_05tar_01,275737969.wem,648208563.wem
vs17300100_05tar_02,54417720.wem,1014533706.wem
vs17300100_06mer_00,448424000.wem,126303941.wem
vs17300100_07syu_00,982336745.wem,932064037.wem
vs17300100_08tar_01,792068183.wem,757648519.wem
vs17300100_08tar_02,529868665.wem,1020021193.wem
vs17300100_09syu_00,1047346897.wem,1029518443.wem
vs17300100_10tar_01,921360096.wem,660603588.wem
vs17300100_10tar_02,311198911.wem,942421324.wem
vs17300100_10tar_03,669373089.wem,93521043.wem
vs17300100_11kar_00,744102533.wem,1501037.wem
vs17300100_12tar_01,433756079.wem,688559368.wem
vs17300100_12tar_02,77130856.wem,585505065.wem
vs17300100_12tar_03,651372115.wem,830807670.wem
vs17300100_12tar_04,159059655.wem,726883836.wem
vs17300100_12tar_05,791734341.wem,826627550.wem
vs17300100_13mer_00,320135544.wem,320617446.wem
vs17300100_14tar_00,546629155.wem,1065130091.wem
vs17300100_15mer_01,709635627.wem,780430302.wem
vs17300100_15mer_02,299047295.wem,470193901.wem
vs17300100_15mer_03,571880047.wem,1044363911.wem
vs17300100_15mer_04,36148217.wem,985399478.wem
vs17300100_15mer_05,699944590.wem,464732017.wem
vs17300100_16tar_00,1025144967.wem,908999189.wem
vs17300100_17mer_00,204385690.wem,772129710.wem
vs17300100_18tar_00,130555112.wem,85766827.wem
vs17300100_19mer_00,682757944.wem,455186765.wem
vs17300100_20tar_01,646961484.wem,458903256.wem
vs17300100_20tar_02,1041203604.wem,795263802.wem
vs17300100_21tar_00,386899384.wem,530909802.wem
vs17300100_22mer_00,659663301.wem,463303531.wem
vs17310100_01rai_00,521044321.wem,471530905.wem
vs17310100_02kar_00,999245243.wem,746850572.wem
vs17310100_03dan_00,369156030.wem,172315510.wem
vs17310100_04syu_01,1000502421.wem,404990133.wem
vs17310100_04syu_02,882926469.wem,258555843.wem
vs17310100_05mer_00,815498153.wem,586511493.wem
vs17310100_06rai_00,794025513.wem,877595083.wem
vs17310100_07mer_00,142194652.wem,585906926.wem
vs17310100_08kar_00,383335135.wem,485291505.wem
vs17310100_09syu_00,964554326.wem,930590806.wem
vs17310100_10fio_00,235045506.wem,940730097.wem
vs17310100_11mer_01,813816950.wem,691456991.wem
vs17310100_11mer_02,450822104.wem,471411516.wem
vs17310100_12fio_00,988422698.wem,24330050.wem
vs17310100_13mer_00,944077574.wem,939018459.wem
vs20040100_0010,802401476.wem,229951859.wem
vs20040100_0020,865701606.wem,830237179.wem
vs20040100_0030,944611208.wem,933279009.wem
vs20040100_0040,291825515.wem,454365025.wem
vs20040100_0050,682176245.wem,541767353.wem
vs20040100_0060,103511940.wem,923333586.wem
vs20040100_0070,664011962.wem,288335634.wem
vs20040100_0080,697669240.wem,1017373342.wem
vs20040100_0100,27638479.wem,790998889.wem
vs20040100_0110,902924463.wem,372039429.wem
vs20040100_0120,577528353.wem,483447208.wem
vs20040100_0130,375667060.wem,986169495.wem
vs20040100_0140,820592385.wem,184372398.wem
vs20040100_0150,474708604.wem,183905953.wem
vs20040100_0160,692249902.wem,959978218.wem
vs20040100_0170,885364116.wem,728332364.wem
vs20040100_0180,725468936.wem,652492973.wem
vs20040100_0190,561326092.wem,1070030521.wem
vs20040100_0200,748387057.wem,174048933.wem
vs20040100_0210,694278724.wem,207098578.wem
vs20040100_0220,1000385880.wem,386942359.wem
vs20040100_0230,1055588879.wem,514711922.wem
vs20040100_0240,136330636.wem,438655748.wem
vs20070100_0010,674810669.wem,1068897876.wem
vs20070100_0020,750053371.wem,335145182.wem
vs20070100_0030,330644638.wem,590746624.wem
vs20070100_0040,289304259.wem,148841533.wem
vs20070100_0050,560811808.wem,561606452.wem
vs20070100_0060,983652238.wem,863452164.wem
vs20070100_0070,887190682.wem,840499058.wem
vs20080100_0010,924704558.wem,425186460.wem
vs20080100_0020,541256242.wem,820998048.wem
vs20080100_0030,479929243.wem,577180015.wem
vs20080100_0040,778195047.wem,209733919.wem
vs20080100_0050,472929395.wem,214647579.wem
vs20080100_0060,473994733.wem,1026470162.wem
vs20080100_0070,123579673.wem,394963856.wem
vs20080100_0080,567969097.wem,147544549.wem
vs20080100_0090,780954899.wem,953803088.wem
vs20080100_0100,271443701.wem,889184370.wem
vs20080100_0110,3469381.wem,204268289.wem
vs20080100_0120,698933382.wem,248710582.wem
vs20080100_0130,820018516.wem,372009937.wem
vs20080100_0140,1024112736.wem,887605087.wem
vs20080100_0150,18818754.wem,1021754272.wem
vs20080100_0160,361499203.wem,783540264.wem
vs20080100_0170,967245517.wem,989465100.wem
vs20080100_0180,629336494.wem,37733112.wem
vs20080100_0190,908948503.wem,263979533.wem
vs20090100_0010,683221430.wem,454268973.wem
vs20090100_0020,924899741.wem,44255097.wem
vs20090100_0030,921814918.wem,580632225.wem
vs20090100_0040,144696160.wem,281728421.wem
vs20090100_0050,117629069.wem,173730980.wem
vs20090100_0060,609907468.wem,272464265.wem
vs20090100_0070,994898777.wem,120916553.wem
vs20110100_0010,495358988.wem,496889119.wem
vs20110100_0020,105317537.wem,430760086.wem
