Dehashed name,WEM name (English),WEM name (日本語)
vo_010_110_01_01,935837883.wem,856177141.wem
vo_010_110_01_02,392779576.wem,177125106.wem
vo_010_110_01_03,793311515.wem,20195536.wem
vo_010_115_01_01,414937838.wem,81430801.wem
vo_010_115_01_02,310167061.wem,887729632.wem
vo_010_116_01_01,436570611.wem,455783822.wem
vo_010_116_02_01,670783547.wem,999267493.wem
vo_010_116_02_02,663966252.wem,969868658.wem
vo_010_116_03_01,203141293.wem,785122613.wem
vo_010_116_04_01,436580837.wem,127354780.wem
vo_010_116_05_01,588520610.wem,551653301.wem
vo_010_116_06_01,932307582.wem,343472479.wem
vo_010_116_07_01,376870134.wem,570273248.wem
vo_010_116_07_02,965853174.wem,396435018.wem
vo_010_116_08_01,286603247.wem,231700700.wem
vo_010_116_08_02,608874079.wem,472350853.wem
vo_010_116_09_01,929096439.wem,301352863.wem
vo_010_116_10_01,778946988.wem,310970543.wem
vo_010_117_01_01,1058212277.wem,460955764.wem
vo_010_117_02_01,739452347.wem,221029806.wem
vo_010_118_01_01,314190444.wem,217732229.wem
vo_010_118_02_01,263897392.wem,673250848.wem
vo_010_119_06_01,899939558.wem,800398859.wem
vo_010_120_01_01,356942636.wem,820652062.wem
vo_010_120_01_02,1057226413.wem,823498441.wem
vo_010_120_02_01,138645675.wem,636693839.wem
vo_010_120_03_01,705944471.wem,612175821.wem
vo_010_120_04_01,746965246.wem,169962731.wem
vo_010_120_05_01,620329756.wem,294628037.wem
vo_010_120_06_01,738321298.wem,117600764.wem
vo_010_120_07_01,70253012.wem,541350935.wem
vo_010_121_01_01,938910786.wem,803569107.wem
vo_010_121_01_02,325863051.wem,286537229.wem
vo_010_121_02_01,350072888.wem,946458798.wem
vo_010_121_03_01,473000896.wem,831355195.wem
vo_010_121_04_01,881942989.wem,870328517.wem
vo_010_121_05_01,533817884.wem,1071113799.wem
vo_010_121_06_01,848121800.wem,5025468.wem
vo_010_121_07_01,684959067.wem,176797662.wem
vo_010_122_01_01,159308422.wem,844650246.wem
vo_010_122_02_01,273500960.wem,37476045.wem
vo_010_122_04_01,778518638.wem,410104591.wem
vo_010_122_05_01,373692577.wem,374409529.wem
vo_010_122_06_01,1012633311.wem,564803514.wem
vo_010_122_07_01,109823469.wem,159264144.wem
vo_010_122_08_01,144230136.wem,134276443.wem
vo_010_122_09_01,67407296.wem,529104375.wem
vo_010_122_10_01,787662883.wem,94473589.wem
vo_010_122_11_01,720116647.wem,391226609.wem
vo_010_122_12_01,823981805.wem,479649463.wem
vo_010_122_13_01,21877591.wem,51443279.wem
vo_010_122_14_01,479008370.wem,172485920.wem
vo_010_122_15_01|vo_010_122_15_01_ui,195077840.wem,562420076.wem
vo_010_122_16_01,504410610.wem,955029726.wem
vo_010_123_01_01,1025551811.wem,811010395.wem
vo_010_123_01_02,278030995.wem,265329510.wem
vo_010_123_02_01,997221096.wem,292680298.wem
vo_010_123_02_02,704926628.wem,946147441.wem
vo_010_123_03_01,440751528.wem,54586496.wem
vo_010_123_04_01,181453186.wem,297145355.wem
vo_010_123_05_01,124961409.wem,206318215.wem
vo_010_123_06_01,846731913.wem,934200644.wem
vo_010_123_07_01|vo_010_123_07_01_ui,498572034.wem,435304607.wem
vo_010_123_08_01,86905356.wem,505262935.wem
vo_010_124_03_01,34165664.wem,225576230.wem
vo_010_124_03_02,67834054.wem,600156762.wem
vo_010_125_09_05_81_ui,525872686.wem,944748837.wem
vo_010_125_20_03,281729408.wem,864600215.wem
vo_010_126_01_01|vo_010_126_01_01_ui,732241156.wem,329033115.wem
vo_010_126_01_02|vo_010_126_01_02_ui,776760615.wem,189948304.wem
vo_010_126_01_03|vo_010_126_01_03_ui,545276968.wem,39504643.wem
vo_010_126_01_04|vo_010_126_01_04_ui,120728557.wem,566770619.wem
vo_010_126_01_05|vo_010_126_01_05_ui,11174602.wem,201692579.wem
vo_010_126_01_06|vo_010_126_01_06_ui,845292494.wem,236963152.wem
vo_010_127_01_01,371245553.wem,487907425.wem
vo_010_127_01_02,410488654.wem,54583588.wem
vo_010_127_01_03,82171976.wem,361394898.wem
vo_010_127_03_01,27314742.wem,823129452.wem
vo_010_127_03_02,435833350.wem,776947673.wem
vo_010_127_03_03,960325025.wem,700676538.wem
vo_010_127_03_04,595069098.wem,734603340.wem
vo_010_127_03_05,968349129.wem,296231554.wem
vo_010_127_03_06,329649475.wem,682646253.wem
vo_010_127_03_07,26252971.wem,968755826.wem
vo_010_127_03_08,181150251.wem,868098398.wem
vo_010_127_04_02,656645684.wem,138634172.wem
vo_010_128_01_01,189988991.wem,556470945.wem
vo_010_128_01_02,568879738.wem,1030734914.wem
vo_010_128_02_01,519084765.wem,60758006.wem
vo_010_128_03_01,169115992.wem,1054096614.wem
vo_010_128_04_01,1046666797.wem,594778491.wem
vo_010_128_05_01,864044332.wem,457237036.wem
vo_010_128_06_01,734637302.wem,1073648312.wem
vo_010_128_07_01,835617078.wem,295167768.wem
vo_010_129_01_01,249647758.wem,879878625.wem
vo_010_129_01_02,536823517.wem,645406793.wem
vo_010_129_02_01,59907086.wem,446232434.wem
vo_010_129_02_02,462111879.wem,314682530.wem
vo_010_129_03_01,746868992.wem,1066042098.wem
vo_010_129_03_02,121631817.wem,688230826.wem
vo_010_129_04_01,733648579.wem,590885627.wem
vo_010_129_04_02,228939685.wem,402011653.wem
vo_010_130_01_01,30892001.wem,946652462.wem
vo_010_130_01_02,239473706.wem,510120978.wem
vo_010_130_02_01,816635855.wem,827943119.wem
vo_010_130_02_02,745687388.wem,464938891.wem
vo_010_130_03_01,896897275.wem,778261855.wem
vo_010_130_03_02,98474735.wem,807090468.wem
vo_010_130_04_01,528237009.wem,1036303535.wem
vo_010_130_04_02,641287571.wem,534729675.wem
vo_010_132_01_01,393362343.wem,81145883.wem
vo_010_132_02_03,1012204949.wem,969093872.wem
vo_010_132_03_01,654102286.wem,599193630.wem
vo_010_132_04_01,190270636.wem,811010971.wem
vo_010_145_01_01,329031754.wem,532749628.wem
vo_010_145_01_02,884613782.wem,534992677.wem
vo_010_145_01_03,477210417.wem,864259368.wem
vo_010_145_01_04,949629600.wem,1049938919.wem
vo_010_145_01_05,970693818.wem,213777182.wem
vo_010_145_01_06,481384889.wem,714606988.wem
vo_010_145_01_07,489215774.wem,1066748174.wem
vo_010_145_01_08,1031275935.wem,250004635.wem
vo_010_145_01_18,95681214.wem,168821237.wem
vo_010_145_01_19,188162365.wem,954519651.wem
vo_010_145_01_20,50758141.wem,700944102.wem
vo_010_210_02_01,551053057.wem,75947713.wem
vo_010_212_02_01,19025082.wem,272164831.wem
vo_010_213_02_01,244574771.wem,564830435.wem
vo_010_214_02_01,86853615.wem,654348494.wem
vo_010_216_02_01|vo_010_216_02_01_ui,492597018.wem,87528714.wem
vo_010_218_01_01,976717247.wem,943379310.wem
vo_010_219_01_01,746522806.wem,955704347.wem
vo_010_226_02_01,173846842.wem,276823253.wem
vo_010_237_01_01,67226246.wem,359458136.wem
vo_010_237_02_01,495794545.wem,517969097.wem
vo_010_237_03_01,438799363.wem,282211519.wem
vo_010_237_04_01,311991853.wem,378493053.wem
vo_010_237_05_01,755220250.wem,999209399.wem
vo_010_237_06_01,143057562.wem,563647316.wem
vo_010_238_01_01,281073590.wem,142142011.wem
vo_010_240_01_01,171762760.wem,413934631.wem
vo_010_241_01_01,51725130.wem,460419642.wem
vo_010_243_01_01,954303392.wem,869249741.wem
vo_010_244_01_01,243102517.wem,126726212.wem
vo_010_245_01_01,688182290.wem,802704882.wem
vo_010_246_01_01,411452830.wem,962929411.wem
vo_010_248_01_01,383848706.wem,596555195.wem
vo_010_249_01_01,691776103.wem,824720410.wem
vo_010_250_01_01,652729674.wem,828313659.wem
vo_010_251_01_01,13568122.wem,222800189.wem
vo_010_252_01_01,464420231.wem,1040176972.wem
vo_010_252_02_01,1054726371.wem,131437621.wem
vo_010_252_03_01,110927042.wem,458890993.wem
vo_010_253_01_01,390252316.wem,840926103.wem
vo_010_254_01_01,938762219.wem,205805206.wem
vo_010_255_01_01,818394879.wem,604774151.wem
vo_010_255_01_02,379722827.wem,285811458.wem
vo_010_256_01_01,613768416.wem,83697631.wem
vo_010_257_01_01,81429326.wem,754032898.wem
vo_010_258_01_01,120527856.wem,593266350.wem
vo_010_258_01_02,502147431.wem,324747381.wem
vo_010_258_01_03,316899631.wem,837302137.wem
vo_010_258_01_04,687403761.wem,533753750.wem
vo_010_258_01_05,937279133.wem,261703263.wem
vo_010_258_01_06,249897216.wem,1062552968.wem
vo_010_258_01_07,658447393.wem,708644313.wem
vo_010_258_01_08,470198430.wem,1062360518.wem
vo_010_258_01_09,674986579.wem,55084463.wem
vo_010_258_01_10,914976226.wem,721922183.wem
vo_010_258_01_11,376146349.wem,319174577.wem
vo_010_258_01_12,510368710.wem,766616345.wem
vo_010_258_01_13,790978543.wem,370128310.wem
vo_010_258_01_14,852962367.wem,731375276.wem
vo_010_258_01_15,104626192.wem,580398989.wem
vo_010_258_01_16,873287785.wem,277483994.wem
vo_010_258_01_17,44197353.wem,441166574.wem
vo_010_258_01_18,84800482.wem,690717639.wem
vo_010_258_01_19,991052117.wem,416159339.wem
vo_010_258_01_20,928258380.wem,424147496.wem
vo_010_258_01_21,1034473943.wem,764722856.wem
vo_010_258_01_22,91684758.wem,862441249.wem
vo_010_259_01_01,99934460.wem,901611465.wem
vo_010_259_01_02,426408541.wem,316650393.wem
vo_010_259_01_03,544372478.wem,729044974.wem
vo_010_259_01_04,138104681.wem,875014426.wem
vo_010_259_01_05,552445411.wem,469816995.wem
vo_010_259_01_06,677744943.wem,694353872.wem
vo_010_259_01_07,116586341.wem,1002366557.wem
vo_010_259_01_08,640942006.wem,526050313.wem
vo_010_259_01_09,433784205.wem,16397629.wem
vo_010_259_01_10,369015503.wem,994583737.wem
vo_010_259_01_11,983199072.wem,870428816.wem
vo_010_259_01_12,1064785960.wem,579526908.wem
vo_010_259_01_13,231297060.wem,359271793.wem
vo_010_259_01_14,25056898.wem,605765634.wem
vo_010_259_01_16,15123809.wem,1052929298.wem
vo_010_259_01_18,744938705.wem,174788163.wem
vo_010_259_01_19,1061924581.wem,539037231.wem
vo_010_259_01_20,1024667255.wem,153847560.wem
vo_010_259_01_21,540225141.wem,828471543.wem
vo_010_259_01_22,628891575.wem,771427131.wem
vo_010_259_01_23,725548645.wem,819752193.wem
vo_010_259_01_24,574838717.wem,249261210.wem
vo_010_259_01_25,498996909.wem,542219903.wem
vo_010_259_01_27,412121040.wem,365179022.wem
vo_010_259_01_28,237073669.wem,1071374966.wem
vo_010_259_01_29,14548746.wem,479553268.wem
vo_010_259_01_30,838328443.wem,148774044.wem
vo_010_259_01_32,937506788.wem,756640120.wem
vo_010_259_01_33,681812477.wem,668744983.wem
vo_010_259_01_34,574779960.wem,963076365.wem
vo_010_259_01_35,901423034.wem,230423761.wem
vo_010_308_01_01,714343651.wem,1022404126.wem
vo_010_310_01_01,596534936.wem,746369455.wem
vo_010_310_01_02,989922224.wem,245879560.wem
vo_010_320_01_01,402642835.wem,892639252.wem
vo_010_320_01_02,633483295.wem,801518485.wem
vo_010_321_01_01,622591006.wem,282128014.wem
vo_010_321_01_02,731950092.wem,81201026.wem
vo_010_325_01_01,362832042.wem,315113945.wem
vo_010_325_02_01,991704546.wem,925920986.wem
vo_010_326_04_01,604734578.wem,283465728.wem
vo_010_326_04_02,1060054659.wem,890774586.wem
vo_010_326_05_01,1018101651.wem,539438482.wem
vo_011_101_01_01,567320173.wem,90982468.wem
vo_011_101_01_02,198534147.wem,152082944.wem
vo_011_101_02_01,319715102.wem,67532270.wem
vo_011_101_02_02|vo_011_101_02_02_ui,1048355481.wem,694782443.wem
vo_011_102_01_01,228131468.wem,8942362.wem
vo_011_102_01_02,1019741126.wem,72422838.wem
vo_011_102_02_01,950323704.wem,221029505.wem
vo_011_102_02_02,840663337.wem,1007743836.wem
vo_011_104_01_01,534245886.wem,813664146.wem
vo_011_104_01_02,634863223.wem,585919717.wem
vo_011_104_02_01,804732805.wem,499950953.wem
vo_011_104_02_02,766319904.wem,886007553.wem
vo_011_104_03_01,1060852980.wem,569501586.wem
vo_011_104_03_02,651493102.wem,311650371.wem
vo_011_104_04_01,998502444.wem,511282489.wem
vo_011_104_04_02,154225459.wem,417704760.wem
vo_011_104_05_01,802050141.wem,155936691.wem
vo_011_104_06_01,152697978.wem,100187775.wem
vo_011_104_07_01,16557325.wem,769933417.wem
vo_011_104_08_01,934827800.wem,430741083.wem
vo_011_104_09_01,231344318.wem,448659279.wem
vo_011_104_10_01,30576982.wem,291233193.wem
vo_011_105_01_01,924896316.wem,183369911.wem
vo_011_105_01_02,212759931.wem,936542373.wem
vo_011_105_02_01,4475696.wem,803965519.wem
vo_011_105_03_01,874144925.wem,604229134.wem
vo_011_106_01_01,54160958.wem,398121538.wem
vo_011_106_01_02,557719940.wem,108799223.wem
vo_011_107_01_01,543694937.wem,781518698.wem
vo_011_107_01_02,432729306.wem,302502384.wem
vo_011_107_03_01,268109507.wem,372336137.wem
vo_011_107_04_01,58944860.wem,268498795.wem
vo_011_107_05_01,162732029.wem,394399780.wem
vo_011_107_06_01,498519533.wem,338630721.wem
vo_011_107_07_01,322927015.wem,1025535407.wem
vo_011_107_08_01,764752522.wem,70095151.wem
vo_011_109_01_01,40277984.wem,474182671.wem
vo_011_109_01_02,757594571.wem,252873753.wem
vo_011_110_01_01,397881958.wem,903720403.wem
vo_011_110_01_02,460418639.wem,13890905.wem
vo_011_110_01_03,708878982.wem,462648724.wem
vo_011_115_01_01,55563265.wem,467893063.wem
vo_011_115_01_02,295353327.wem,300200628.wem
vo_011_116_01_01,204671202.wem,666328164.wem
vo_011_116_02_01,953554669.wem,1037992925.wem
vo_011_116_02_02,645050357.wem,188210226.wem
vo_011_116_03_01,766524572.wem,253098795.wem
vo_011_116_04_01,899688241.wem,304889845.wem
vo_011_116_05_01,570951942.wem,1068719650.wem
vo_011_116_06_01,75590780.wem,825496557.wem
vo_011_116_07_01,568250601.wem,256004958.wem
vo_011_116_07_02,526287148.wem,906222383.wem
vo_011_116_08_01,60136504.wem,250336064.wem
vo_011_116_08_02,11967719.wem,775473111.wem
vo_011_116_09_01,1029098269.wem,954929847.wem
vo_011_116_10_01,255714672.wem,485364146.wem
vo_011_117_01_01,136930781.wem,41939986.wem
vo_011_117_02_01,369202887.wem,97308896.wem
vo_011_118_01_01,741809724.wem,465669212.wem
vo_011_118_02_01,470391381.wem,1062182715.wem
vo_011_119_06_01,835331600.wem,781146673.wem
vo_011_120_01_01,704203973.wem,68686650.wem
vo_011_120_01_02,384558974.wem,391180936.wem
vo_011_120_02_01,756848082.wem,98850835.wem
vo_011_120_03_01,406402708.wem,470532324.wem
vo_011_120_04_01,545854388.wem,959578100.wem
vo_011_120_05_01,687884175.wem,153378402.wem
vo_011_120_06_01,618364933.wem,283039540.wem
vo_011_120_07_01,1070741962.wem,877312393.wem
vo_011_121_01_01,500516403.wem,1059138346.wem
vo_011_121_01_02,727371538.wem,952318974.wem
vo_011_121_02_01,480623921.wem,525731229.wem
vo_011_121_03_01,333238171.wem,196046750.wem
vo_011_121_04_01,996483921.wem,517287277.wem
vo_011_121_05_01,152509620.wem,676238189.wem
vo_011_121_06_01,571360231.wem,400870226.wem
vo_011_121_07_01,162221111.wem,708201188.wem
vo_011_122_01_01,513688041.wem,764168767.wem
vo_011_122_02_01,892073190.wem,664445405.wem
vo_011_122_03_01,1063131271.wem,484512401.wem
vo_011_122_04_01,759795395.wem,237027263.wem
vo_011_122_05_01,44889017.wem,221468671.wem
vo_011_122_06_01,495684070.wem,727842943.wem
vo_011_122_07_01,1063249882.wem,220266268.wem
vo_011_122_08_01,44361304.wem,872152183.wem
vo_011_122_09_01,722708767.wem,666721183.wem
vo_011_122_10_01,988038000.wem,734004142.wem
vo_011_122_11_01,950405357.wem,37063822.wem
vo_011_122_12_01,85497548.wem,57141209.wem
vo_011_122_13_01,869333533.wem,657374649.wem
vo_011_122_14_01,890164699.wem,786090783.wem
vo_011_122_15_01,583866923.wem,304619553.wem
vo_011_122_16_01,999038057.wem,626150243.wem
vo_011_123_01_01,221750251.wem,398027951.wem
vo_011_123_01_02,935224593.wem,77822249.wem
vo_011_123_02_01,1065284232.wem,532479730.wem
vo_011_123_02_02,747808453.wem,210847575.wem
vo_011_123_03_01,241944818.wem,526651114.wem
vo_011_123_04_01,522591987.wem,34387589.wem
vo_011_123_05_01,1004888072.wem,954658507.wem
vo_011_123_06_01,763956392.wem,456865035.wem
vo_011_123_07_01,171740877.wem,26540972.wem
vo_011_123_08_01,534809576.wem,258264592.wem
vo_011_124_01_01,625422996.wem,660650520.wem
vo_011_124_01_02,547651719.wem,290388076.wem
vo_011_126_01_01|vo_011_126_01_01_ui,256162538.wem,282522091.wem
vo_011_126_01_02|vo_011_126_01_02_ui,554530004.wem,321503884.wem
vo_011_126_01_03|vo_011_126_01_03_ui,789241362.wem,84583007.wem
vo_011_126_01_04|vo_011_126_01_04_ui,312954974.wem,104739898.wem
vo_011_126_01_05|vo_011_126_01_05_ui,111222594.wem,594518913.wem
vo_011_126_01_06|vo_011_126_01_06_ui,577726971.wem,961142597.wem
vo_011_127_01_01,25740163.wem,459689642.wem
vo_011_127_01_02,116404527.wem,244167999.wem
vo_011_127_01_03,25493880.wem,316695415.wem
vo_011_127_03_01,599554286.wem,241353071.wem
vo_011_127_03_02,166722102.wem,670020124.wem
vo_011_127_03_03,707993451.wem,526563614.wem
vo_011_127_03_04,635829804.wem,1036604596.wem
vo_011_127_03_05,448106484.wem,653045378.wem
vo_011_127_03_06,573508383.wem,741744034.wem
vo_011_127_03_07,363033121.wem,1053744979.wem
vo_011_127_03_08,952641375.wem,637075325.wem
vo_011_127_04_02,428820005.wem,1021271487.wem
vo_011_128_02_01,519055484.wem,897494345.wem
vo_011_128_03_01,472746327.wem,904722161.wem
vo_011_128_04_01,46291905.wem,382446791.wem
vo_011_128_05_01,630034322.wem,702358992.wem
vo_011_128_06_01,314499445.wem,111827641.wem
vo_011_128_07_01,541344749.wem,725377465.wem
vo_011_129_01_01,131387114.wem,670416033.wem
vo_011_129_01_02,381624081.wem,897942279.wem
vo_011_129_02_01,730165364.wem,334415486.wem
vo_011_129_02_02,657906473.wem,660044280.wem
vo_011_129_03_01,927125983.wem,301142678.wem
vo_011_129_03_02,905735936.wem,209980485.wem
vo_011_129_04_01,334231035.wem,863696832.wem
vo_011_129_04_02,845825057.wem,1015131670.wem
vo_011_130_01_01,178014082.wem,293685162.wem
vo_011_130_01_02,640712047.wem,243645690.wem
vo_011_130_02_01,803339466.wem,460350554.wem
vo_011_130_02_02,201887849.wem,55478182.wem
vo_011_130_03_01,482916245.wem,912323147.wem
vo_011_130_03_02,497430913.wem,992902388.wem
vo_011_130_04_01,497768178.wem,102926573.wem
vo_011_130_04_02,348435424.wem,462674456.wem
vo_011_132_01_01,20668071.wem,110681762.wem
vo_011_132_02_03,595490078.wem,477139759.wem
vo_011_132_03_01,342465711.wem,591576774.wem
vo_011_132_04_01,438663989.wem,71594933.wem
vo_011_145_01_18,963974967.wem,845332268.wem
vo_011_145_01_19,181774264.wem,458823757.wem
vo_011_145_01_20,216592865.wem,711214242.wem
vo_011_210_02_01,1005223114.wem,963856420.wem
vo_011_212_02_01,1057785263.wem,666933953.wem
vo_011_213_02_01,21497158.wem,642063433.wem
vo_011_214_02_01,763912468.wem,154571687.wem
vo_011_216_02_01,170444504.wem,107211796.wem
vo_011_218_01_01,933230465.wem,307776355.wem
vo_011_219_01_01,1021808149.wem,675107956.wem
vo_011_220_01_01,942477372.wem,715192007.wem
vo_011_226_02_01,565465331.wem,992358261.wem
vo_011_237_01_01,119660094.wem,729711754.wem
vo_011_237_02_01,775370252.wem,596461480.wem
vo_011_237_03_01,470991730.wem,750723784.wem
vo_011_237_04_01,331539453.wem,427017283.wem
vo_011_237_05_01,143646729.wem,129394407.wem
vo_011_237_06_01,402908618.wem,412469310.wem
vo_011_238_01_01,635710219.wem,312997418.wem
vo_011_240_01_01,864686404.wem,553594012.wem
vo_011_241_01_01,1073254091.wem,110299209.wem
vo_011_243_01_01,4149473.wem,771469746.wem
vo_011_244_01_01,321737111.wem,357687656.wem
vo_011_245_01_01,911212023.wem,10195004.wem
vo_011_246_01_01,644821713.wem,785563074.wem
vo_011_248_01_01,65799119.wem,118448592.wem
vo_011_249_01_01,949281214.wem,440841485.wem
vo_011_250_01_01,92622593.wem,34049350.wem
vo_011_251_01_01,832944505.wem,433903325.wem
vo_011_252_01_01,890358930.wem,179609257.wem
vo_011_252_02_01,1057133546.wem,655365012.wem
vo_011_252_03_01,924789666.wem,659417176.wem
vo_011_253_01_01,462221263.wem,624775142.wem
vo_011_254_01_01,363357287.wem,441510671.wem
vo_011_255_01_01,515406046.wem,917949121.wem
vo_011_255_01_02,806835363.wem,634847237.wem
vo_011_256_01_01,1066122587.wem,872341484.wem
vo_011_257_01_01,364397682.wem,633167099.wem
vo_011_258_01_01,947920469.wem,492848654.wem
vo_011_258_01_02,982494489.wem,453135488.wem
vo_011_258_01_03,618142590.wem,855958795.wem
vo_011_258_01_04,111209792.wem,821888306.wem
vo_011_258_01_05,634369144.wem,128562456.wem
vo_011_258_01_06,463383937.wem,1009847583.wem
vo_011_258_01_07,27889998.wem,424307049.wem
vo_011_258_01_08,906559834.wem,210784168.wem
vo_011_258_01_09,540047532.wem,862387958.wem
vo_011_258_01_10,70031123.wem,407229981.wem
vo_011_258_01_11,326519569.wem,635410030.wem
vo_011_258_01_12,902376430.wem,326682099.wem
vo_011_258_01_13,918917306.wem,163406605.wem
vo_011_258_01_14,507749118.wem,384624310.wem
vo_011_258_01_15,966327984.wem,718202566.wem
vo_011_258_01_16,362588629.wem,177470046.wem
vo_011_258_01_17,860898917.wem,593198552.wem
vo_011_258_01_18,614132506.wem,682755627.wem
vo_011_258_01_19,809635605.wem,823476554.wem
vo_011_258_01_20,362312051.wem,694441947.wem
vo_011_258_01_21,23332351.wem,941057807.wem
vo_011_258_01_22,722186594.wem,916960088.wem
vo_011_258_01_23,167315635.wem,113475447.wem
vo_011_258_01_24,444601841.wem,735926709.wem
vo_011_259_01_01,568530185.wem,1059061896.wem
vo_011_259_01_02,1004877973.wem,437830063.wem
vo_011_259_01_03,269873400.wem,159075323.wem
vo_011_259_01_04,227988103.wem,176498087.wem
vo_011_259_01_05,222968613.wem,340514490.wem
vo_011_259_01_06,976746565.wem,499275427.wem
vo_011_259_01_07,94999102.wem,389924875.wem
vo_011_259_01_08,982560241.wem,482288946.wem
vo_011_259_01_13,905380937.wem,335335690.wem
vo_011_259_01_14,550819318.wem,528931365.wem
vo_011_259_01_16,887124418.wem,836477786.wem
vo_011_259_01_17,85332638.wem,75131059.wem
vo_011_259_01_18,388551491.wem,716382891.wem
vo_011_259_01_19,663803410.wem,554465389.wem
vo_011_259_01_20,632292992.wem,196104391.wem
vo_011_259_01_21,220076493.wem,598218195.wem
vo_011_259_01_22,467774125.wem,928091870.wem
vo_011_259_01_23,347275932.wem,435854976.wem
vo_011_259_01_24,327726298.wem,807298807.wem
vo_011_259_01_25,501835202.wem,945775074.wem
vo_011_259_01_26,569336893.wem,368960335.wem
vo_011_259_01_28,321252700.wem,12829420.wem
vo_011_259_01_34,113049943.wem,761713647.wem
vo_011_259_01_35,397991009.wem,212613609.wem
vo_011_259_01_36,439901501.wem,510117379.wem
vo_011_259_01_42,936737026.wem,606688913.wem
vo_011_259_01_43,18040252.wem,149613805.wem
vo_011_259_01_44,342754545.wem,430265904.wem
vo_011_259_02_08_60_ui,254469823.wem,937492421.wem
vo_011_308_01_01,925714571.wem,727289246.wem
vo_011_310_01_01,39572578.wem,94772914.wem
vo_011_310_01_02,558820218.wem,404193284.wem
vo_011_320_01_01,163655859.wem,321365650.wem
vo_011_320_01_02,969906080.wem,1002753565.wem
vo_011_321_01_01,229702116.wem,962288258.wem
vo_011_321_01_02,122468422.wem,84571803.wem
vo_011_325_01_01,106007254.wem,865856699.wem
vo_011_325_02_01,963946040.wem,540015325.wem
vo_011_326_04_01,1025733953.wem,269163091.wem
vo_011_326_04_02,500020695.wem,668640626.wem
vo_011_326_05_01,624451668.wem,859475798.wem
vo_012_101_01_01,1042000900.wem,576808708.wem
vo_012_101_01_02,524525512.wem,858611569.wem
vo_012_101_02_01,390026382.wem,840403771.wem
vo_012_101_02_02|vo_012_101_02_02_ui,580008222.wem,808548442.wem
vo_012_102_01_01,562331209.wem,95432718.wem
vo_012_102_01_02,561717400.wem,317215370.wem
vo_012_102_02_01|vo_012_102_02_01_ui,214238447.wem,478238824.wem
vo_012_102_02_02,174986821.wem,522246764.wem
vo_012_104_01_01,178315085.wem,842563817.wem
vo_012_104_01_02,265364578.wem,706907825.wem
vo_012_104_02_01,787291950.wem,877954828.wem
vo_012_104_02_02,107571604.wem,239257754.wem
vo_012_104_03_01,462378000.wem,996811394.wem
vo_012_104_03_02,766497730.wem,609674048.wem
vo_012_104_04_01,676598168.wem,921501408.wem
vo_012_104_04_02|vo_012_104_04_02_ui,720626511.wem,146840344.wem
vo_012_104_05_01,291933408.wem,251538005.wem
vo_012_104_06_01,68759990.wem,850040587.wem
vo_012_104_07_01,412898590.wem,789466727.wem
vo_012_104_08_01,101550087.wem,742666468.wem
vo_012_104_09_01,341474785.wem,913091800.wem
vo_012_104_10_01,395351147.wem,1046922547.wem
vo_012_105_01_01,950351485.wem,272884128.wem
vo_012_105_01_02,14647010.wem,619195984.wem
vo_012_105_02_01,60048192.wem,765868292.wem
vo_012_105_03_01,1016023855.wem,853244072.wem
vo_012_106_01_01,794873669.wem,682791637.wem
vo_012_106_01_02,1026402596.wem,313423261.wem
vo_012_107_01_01,197410800.wem,42560176.wem
vo_012_107_01_02,485649581.wem,367483013.wem
vo_012_107_03_01,494389989.wem,80388127.wem
vo_012_107_04_01,58125869.wem,216413004.wem
vo_012_107_05_01,884774860.wem,300716825.wem
vo_012_107_06_01,861440694.wem,61642469.wem
vo_012_107_07_01,56985734.wem,154737855.wem
vo_012_107_08_01,255787779.wem,107257444.wem
vo_012_108_01_01,985174793.wem,878996563.wem
vo_012_108_01_02,317120998.wem,643017800.wem
vo_012_109_01_01,728755925.wem,1033531659.wem
vo_012_109_01_02,835627300.wem,999217376.wem
vo_012_110_01_01,668831135.wem,204466235.wem
vo_012_110_01_02,801289833.wem,788238844.wem
vo_012_115_01_01,404843014.wem,71414544.wem
vo_012_115_01_02,92679446.wem,657687966.wem
vo_012_116_01_01,206805192.wem,66392546.wem
vo_012_116_02_01,945625659.wem,957083064.wem
vo_012_116_02_02,431331516.wem,549919485.wem
vo_012_116_03_01,190275483.wem,759940254.wem
vo_012_116_04_01,102727844.wem,693718742.wem
vo_012_116_05_01,519077220.wem,497609070.wem
vo_012_116_06_01,726478498.wem,101196686.wem
vo_012_116_07_01,116744669.wem,794635600.wem
vo_012_116_07_02,610696722.wem,771663900.wem
vo_012_116_08_01,735585642.wem,736991816.wem
vo_012_116_08_02,859859522.wem,651791076.wem
vo_012_116_09_01,23946149.wem,1067557413.wem
vo_012_116_10_01,53802053.wem,827330322.wem
vo_012_117_01_01,898045342.wem,73414724.wem
vo_012_117_02_01,911890713.wem,696878822.wem
vo_012_118_01_01,639853887.wem,143685202.wem
vo_012_118_02_01,595069146.wem,410313494.wem
vo_012_119_06_01,886315751.wem,204459035.wem
vo_012_120_01_01,521741816.wem,95639858.wem
vo_012_120_01_02,706115502.wem,603989426.wem
vo_012_120_02_01,280883896.wem,80679620.wem
vo_012_120_03_01,439190191.wem,490284862.wem
vo_012_120_04_01,722703673.wem,301041538.wem
vo_012_120_05_01,662954158.wem,173485234.wem
vo_012_120_06_01,228050508.wem,311001548.wem
